category_name,item_id,item_name,price,item_code,barcode,tags,inventory_tags
Dishes - الأطباق ,1415499, Chili Potatoes pl. صحن بطاطا حارة,16.0,"","","",Recipe
Add ons - إضافات,1415438,Chili Sauce S cup علبة شطة صغيرة,1.0,"","","",Recipe
Pans - قلايات ,2232150,Eggs & potato بطاطا و بيض,20.0,"","","",Recipe
Manakish - مناقيش,2580070,Eggs with cheese  بيض بالجبنة,15.0,"","","",Recipe
KA'AK Sesame Buns,1881753,Falafel KA'AK,12.0,"","","",Recipe
Pockets,1319306,Falafel Pocket,10.0,"","","",Recipe
Sandwiches,1818490,Falafel with Fried Vegetables Sandwich,11.0,"","","",Recipe
Sharing Boxes & Sliders,1310132,FF Combo Box,55.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788411,FF Cornflower 1 KG | نشا بودرة 1كجم  ,3.0,"","","",Recipe
Bread Add Ons - إضافات الخبز المجانية و المدفوعة,2804096,FOC خبز فرن OVEN BREAD 1pc,0.0,"","","",Recipe
FF Beverages,2803106,Fresh Orange Juice,15.0,"","","",Recipe
Sides,2113802,Fresh Vegetables Cuts,7.0,"","","",Recipe
Eggs & Pans,2268223,Fried Tomato pan with Meat,36.0,"","","",Recipe
Wholesale - الجملة,2788426,Hummus Mashed plain حمص1kg(Elaz food ايلاذ فوود),10.0,"","","",Recipe
B STAFF MEALS - وجبات الموظفين ,2835955,Hummus s/w حمص ساندويتش STAFF MEAL,0.0,"","","",Recipe
Z STAFF MEALS - وجبات الموظفين,2902620,Hummus s/w حمص ساندويتش STAFF MEAL,0.0,"","","",Recipe
A STAFF MEALS - وجبات الموظفين,2930275,Hummus s/w حمص ساندويتش STAFF MEAL,0.0,"","","",Recipe
S STAFF MEALS - وجبات الموظفين,2861836,Hummus s/w حمص ساندويتش STAFF MEAL,0.0,"","","",Recipe
Dishes,1000221,Hummus with Meat,36.0,"","","",Recipe
Tanoor Wraps,1000197,Lebanese Fries wrap,18.0,"","","",Recipe
FF Sides,2803207,Olives,3.0,"","","",Recipe
Condiments,2113848,Olives,3.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2265310,Plain Muttabbal M متبل سادة وسط,14.0,"","","",Recipe
RAMADAN COMBOS - كومبو رمضان,3010198,Ramadan Foul & Fatteh Combo فول و فتة كومبو,25.0,"","","",Recipe
Falafels - الفلافل ,1415483,Spicy Stuffed Falafel pl. صحن فلافل محشية بالشطة ,13.0,"","","",Recipe
FF Mini Pastries,2803163,Spinach 12 pcs,39.0,"","","",Recipe
Mini Pastries,2790683,Spinach12 pcs,39.0,"","","",Recipe
Mini pastries - معجنات,2829041,Spinach 12 pcs معجنات سبانخ,39.0,"","","",Recipe
Beverages - المشروبات  ,2175983,Tea شاي,1.0,"","","",""
Sharing boxes - البوكسات ,1415658,Wraps Combo box راب كومبو بوكس ,49.0,"","","",Recipe
---------- ALL,1415643,فتح الدرج open drawer B,0.0,"","","",""
Manakish,2611078,Cheese Mix,22.0,"","","",Recipe
FF Manakish,2803142,Cheese Mix,22.0,"","","",Recipe
Dishes,1000240,Chicken Liver,34.0,"","","",Recipe
FF Sides,2803201,Chili Sauce,2.0,"","","",Recipe
Falafels,1000162,Cream Cheese Stuffed Falafel 1 Piece,5.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,2837880,Creamy cheese falafel KAAK فلافل بالجبنة كعك,13.0,"","","",Recipe
Falafels - الفلافل ,1415484,Creamy Cheese Falafel pl. صحن فلافل بالجبنة  ,19.0,"","","",Recipe
Pockets - البوكيت,2837440,Creamy cheese falafel Pocket فلافل بالجبنة بوكيت,10.0,"","","",Recipe
Sandwiches - السندويشات,1772505,Creamy cheese falafel s/w فلافل بالجبنة ساندويتش,9.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,2837134,Creamy cheese falafel Wrap فلافل بالجبنة راب,14.0,"","","",Recipe
Eggs & Pans,2268225,Eggs & Potato (Mfaraki),29.0,"","","",Recipe
Pans - قلايات ,2232157,Eggs with meat   بيض باللحم,26.0,"","","",Recipe
Manakish - مناقيش,2580069,Eggs بيض,12.0,"","","",Recipe
KA'AK Sesame Buns,1881757,Falafel Mix KA'AK,13.0,"","","",Recipe
Sharing boxes - البوكسات ,1506982,Falafel Sliders 12  فلافل سلايدرز,35.0,"","","",Recipe
Sandwiches,1818491,Falafel with Hummus Sandwich,10.0,"","","",Recipe
CK Items - طلبيات الأفرع,2793445,FF Lemon salt 1 KG | ملح ليمون 1كجم  ,4.0,"","","",Recipe
Pockets,1866767,Foul Pocket,10.0,"","","",Recipe
Dishes - الأطباق ,1874522,French Fries pl. Medium صحن بطاطا مقلية وسط ,13.0,"","","",Recipe
Dishes - الأطباق ,3198424,French Fries pl. SMALL صحن بطاطا مقلية صغير ,7.0,"","","",""
Wholesale - الجملة,2788432,Garlic paste1 kgOrangeاورانج,15.0,"","","",Recipe
Wholesale - الجملة,2928321,Garlic paste1 kgُ ثوم (دار التوفير Dar Al Tawfeer),15.0,"","","",""
Add ons - إضافات,2206136,Ketchup S cup علبة كاتشب صغيرة,1.0,"","","",Recipe
Cold Beverages,2185085,Laban Ayran,5.0,"","","",Finished Good
FF Beverages,1000258,Laban Ayran,5.0,"","","",""
Add ons - إضافات,2930265,Mayonnaise  S cup علبة مايونيز صغيرة,2.0,"","","",Recipe
FF Mini Pastries,2803164,Mini Pizza 12 pcs,39.0,"","","",Recipe
Mini Pastries,2790675,Mini Pizza 12 pcs,39.0,"","","",Recipe
Sides,2113799,Mix Pickles,6.0,"","","",Recipe
Tanoor Wraps,1000184,Musakhan Wrap,16.0,"","","",Recipe
Beverages - المشروبات  ,1415647,Pepsi بيبسي ,4.0,"","","",Finished Good
Plain Items & Sides-  علب سادة و أطباق جانبية ,2902453,Plain Muttabbal Large متبل سادة كبير,20.0,"","","",Recipe
B STAFF MEALS - وجبات الموظفين ,2835968,Stuffed Falafel s/w فلافل محشية ساندويتش STAFF MEAL,0.0,"","","",Recipe
A STAFF MEALS - وجبات الموظفين,2930276,Stuffed Falafel s/w فلافل محشية ساندويتش STAFF MEAL,0.0,"","","",Recipe
S STAFF MEALS - وجبات الموظفين,2861837,Stuffed Falafel s/w فلافل محشية ساندويتش STAFF MEAL,0.0,"","","",Recipe
Z STAFF MEALS - وجبات الموظفين,2902621,Stuffed Falafel s/w فلافل محشية ساندويتش STAFF MEAL,0.0,"","","",Recipe
Condiments,2113839,Tahini Sauce,3.0,"","","",Recipe
Sharing Boxes & Sliders,1310157,Wraps Combo Box,55.0,"","","",Recipe
---------- ALL,2464479,فتح الدرج open drawer S,0.0,"","","",""
Bread Add Ons - إضافات الخبز المجانية و المدفوعة,1415441, قطع3 خبز لبناني LEBANESE BREAD 3pcs,1.0,"","","",Recipe
Falafels - الفلافل ,2184806,Cheddar Cheese Falafel pl. صحن فلافل بالشيدر ,19.0,"","","",Recipe
Beverages - المشروبات  ,1415648,Diet Pepsi بيبسي دايت ,4.0,"","","",Finished Good
Eggs & Pans,2268228,Eggs & Tomato (Shakshuka),27.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2265314,Falafel Dough M  عجينة فلافل سادة وسط,14.0,"","","",Recipe
B STAFF MEALS - وجبات الموظفين ,2835969,Falafel w/ foul s/w فلافل مع فول ساندويتش STAFF MEAL,0.0,"","","",Recipe
A STAFF MEALS - وجبات الموظفين,2861838,Falafel w/ foul s/w فلافل مع فول ساندويتش STAFF MEAL,0.0,"","","",Recipe
Z STAFF MEALS - وجبات الموظفين,2902622,Falafel w/ foul s/w فلافل مع فول ساندويتش STAFF MEAL,0.0,"","","",Recipe
S STAFF MEALS - وجبات الموظفين,2930280,Falafel w/ foul s/w فلافل مع فول ساندويتش STAFF MEAL,0.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788410,FF Falafel Dough 5 kg (CK) | عجينة فلافل ٥ كجم (مطبخ ),20.0,"","","",Recipe
Dishes,1000225,Foul (Beans) Lebanese,26.0,"","","",Recipe
S STAFF MEALS - وجبات الموظفين,2861840,Foul s/w فول ساندويتش STAFF MEAL,0.0,"","","",Recipe
Dishes - الأطباق ,2832978,French Fries pl. Large صحن بطاطا مقلية كبير ,16.0,"","","",Recipe
Pans - قلايات ,2232154,Fried Eggs  بيض مقلي,18.0,"","","",Recipe
Sandwiches,1000198,Fried Veggies Sandwich,11.0,"","","",Recipe
FF Sides,2803206,Garlic Paste,3.0,"","","",Recipe
Wholesale - الجملة,2788421,Hummus 1 kg Orange أورانج,10.0,"","","",Recipe
KA'AK Sesame Buns,1881761,Hummus with Meat KA'AK,17.0,"","","",Recipe
Pockets,1866764,Hummus with Meat Pocket,15.0,"","","",Recipe
FF Manakish,2803144,Kashkaval Cheese Melt,22.0,"","","",Recipe
Manakish,2610933,Kashkaval Cheese Melt,22.0,"","","",Recipe
Cold Beverages,2185086,Laban Ayran with Mint,5.0,"","","",""
FF Beverages,1000260,Laban Ayran with Mint,5.0,"","","",""
FF Mini Pastries,2803166,Lahm Bi Ajeen 12 pcs,42.0,"","","",Recipe
Mini Pastries,2790684,Lahm Bi Ajeen12 pcs,42.0,"","","",Recipe
Manakish - مناقيش,2580065,Lahm Bil Ajine لحم بالعجين,15.0,"","","",Recipe
Pockets - البوكيت,2189706,Lebanese french fries Pocket بطاطا لبانيز بوكيت,10.0,"","","",Recipe
Sandwiches - السندويشات,2141259,Lebanese french fries s/w بطاطا لبانيز ساندويتش,10.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,1415601,Lebanese french fries Wrap بطاطا لبانيز راب,14.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,2141260,Lebanese Fries KAAK بطاطا لبانيز كعك ,13.0,"","","",Recipe
Mini pastries - معجنات,2829052,Mini Pizza 12 pcs معجنات بيتزا,39.0,"","","",Recipe
Sharing boxes - البوكسات ,2265359,MIX Sliders box 12 سلايدرز بوكس متنوع,45.0,"","","",Recipe
Add ons - إضافات,2129118,Olives S cup علبة زيتون صغيرة,2.0,"","","",Recipe
Condiments,2113846,Tatbelah,3.0,"","","",Recipe
Sides,2113801,Turnip Pickles,8.0,"","","",Recipe
Bread Add Ons - إضافات الخبز المجانية و المدفوعة,2307164, خبز بوكت POCKET BREAD 1pc,1.0,"","","",Recipe
---------- ALL,1415644,فتح الدرج open drawer Z,0.0,"","","",""
FF Beverages,1000254,7up,6.0,"","","",""
Cold Beverages,2185080,7up,6.0,"","","",""
Sandwiches,1000212,Chicken Liver Sandwich,13.0,"","","",Recipe
Falafels - الفلافل ,1415412,Creamy Cheese Falafel 1 pc   فلافل محشي بالجبنة ,3.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2182356,Falafel dough Large عجينة فلافل سادةكبير,19.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788409,FF Fattoush –  Portion (CK) | فتوش –حصة فردية (مطبخ),8.0,"","","",""
Dishes,1000227,Foul (Beans) Egyptian,26.0,"","","",Recipe
Z STAFF MEALS - وجبات الموظفين,2902623,Foul s/w فول ساندويتش STAFF MEAL,0.0,"","","",""
A STAFF MEALS - وجبات الموظفين,2930278,Foul s/w فول ساندويتش STAFF MEAL,0.0,"","","",""
B STAFF MEALS - وجبات الموظفين ,2835957,Foul s/w فول ساندويتش STAFF MEAL,0.0,"","","",Recipe
Eggs & Pans,2268231,Fried Eggs with Cheese,28.0,"","","",Recipe
Dishes - الأطباق ,1415546,Fried Veggies pl. Medium صحن خضار مقلي وسط ,17.0,"","","",Recipe
Dishes - الأطباق ,3198420,Fried Veggies pl. SMALL صحن خضار مقلي ص ,9.0,"","","",""
KAAK Buns - كعك بالسمسم ,1871836,Hummus w/ Meat KAAK حمص باللحمة كعك,14.0,"","","",Recipe
Pockets - البوكيت,1415632,Hummus W/ meat Pocket حمص باللحمة بوكيت ,13.0,"","","",Recipe
Sandwiches - السندويشات,1415608,Hummus w/ meat  s/w حمص باللحم ساندويتش,13.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,1415618, Hummus w/ meat Wrap حمص باللحم راب,20.0,"","","",Recipe
Mini pastries - معجنات,2829046,Lahm Bi Ajeen 12 pcs معجنات لحم بالعجين,42.0,"","","",Recipe
FF Mini Pastries,2803171,Mini Pastries Mix 12 pcs,44.0,"","","",Recipe
Mini Pastries,2790681,Mini Pastries Mix 12 pcs,44.0,"","","",Recipe
Mini pastries - معجنات,2829045,Mini Pastries Mix 12 pcs معجنات ميكس,44.0,"","","",Recipe
Beverages - المشروبات  ,1415652,Mountain Dew ديو,4.0,"","","",Finished Good
Pockets,1319303,Musakhan Pocket,15.0,"","","",Recipe
Sharing boxes - البوكسات ,1723204,Musakhan Sliders 12 مسخن سلايدرز,49.0,"","","",Recipe
Add ons - إضافات,1415443,Pickles S cup علبة مخلل صغيرة,1.0,"","","",Recipe
Pans - قلايات ,2232142,Shakshoka شكشوكة,20.0,"","","",Recipe
Manakish,2697860,Spinach,19.0,"","","",Recipe
FF Manakish,2803143,Spinach,19.0,"","","",Recipe
Manakish - مناقيش,2613011,Turkey & Cheese حبش و جبنة,15.0,"","","",Recipe
Bread Add Ons - إضافات الخبز المجانية و المدفوعة,2804102, خبز فرن OVEN BREAD 1pc,1.0,"","","",Recipe
Cold Beverages,2185081,7up Diet,6.0,"","","",""
FF Beverages,1081244,7up Diet,6.0,"","","",Finished Good
Beverages - المشروبات  ,1415649, 7up سفن اب,4.0,"","","",Finished Good
Plain Items & Sides-  علب سادة و أطباق جانبية ,2265316,Boiled chickpeas M حمص حب سادة وسط,13.0,"","","",Recipe
Falafels - الفلافل ,2321067,Cheddar Cheese Falafel 1 pc  فلافل محشي بالشيدر ,3.0,"","","",Recipe
Sandwiches,2409782,Chicken Musakhan Sandwich,13.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,2837883,Extra Falafel KAAK إكسترا فلافل كعك,10.0,"","","",Recipe
Pockets - البوكيت,2837443,Extra Falafel Pocket إكسترا فلافل بوكيت,7.0,"","","",Recipe
Sandwiches - السندويشات,1415582,Extra Falafel s/w إكسترا فلافل ساندويتش,7.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,2837145,Extra Falafel Wrap إكسترا فلافل راب,11.0,"","","",Recipe
CK Items - طلبيات الأفرع,2788408,FF Garlic Paste 1 kg (CK) | كريم ثوم ١ كجم (مطبخ ),9.0,"","","",Recipe
Eggs & Pans,2268232,Fried Eggs with Meat,31.0,"","","",Recipe
Dishes - الأطباق ,1415492, Fried Veggies pl. صحن خضار مقلي ,17.0,"","","",Recipe
Sharing boxes - البوكسات ,1723207,Fried Veggies Sliders 12 مقالي سلايدرز,31.0,"","","",Recipe
Add ons - إضافات,1415440, Garlic S cup علبة ثوم صغيرة,1.0,"","","",Recipe
Manakish - مناقيش,2580066,Meat with Cheese لحمة  مع جبنة,16.0,"","","",Recipe
Dishes,1000230,Mutabbal,27.0,"","","",Recipe
Pans - قلايات ,2232143,Tomato pan with meat  قلاية بندورة باللحمة,26.0,"","","",Recipe
FF Manakish,2803152,Zaatar,13.0,"","","",Recipe
Manakish,2595228,Zaatar,13.0,"","","",Recipe
Bread Add Ons - إضافات الخبز المجانية و المدفوعة,2412953,خبز كعك  KAAK BREAD 1pc,2.0,"","","",Recipe
Beverages - المشروبات  ,1415650,7up diet  سفن اب دايت,4.0,"","","",Finished Good
Add ons - إضافات,2279037,ِAdd Nuts إضافة مكسرات,3.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2604744,Boiled chickpeas Large حمص حب سادة  كبير ,17.0,"","","",Recipe
Cold Beverages,2185083,Diet Pepsi,6.0,"","","",""
FF Beverages,1000248,Diet Pepsi,6.0,"","","",Finished Good
CK Items - طلبيات الأفرع,2788407,FF Round sticker ستيكر دائري roll 1 رول,60.0,"","","",""
Eggs & Pans,2268233,Fried Eggs,22.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,2837888,Hummus KAAK حمص كعك,8.0,"","","",Recipe
Pockets - البوكيت,2837473,Hummus Pocket حمص بوكيت,6.0,"","","",Recipe
Sandwiches - السندويشات,2297152,Hummus s/w حمص ساندويتش,6.0,"","","",Recipe
Sandwiches,1000200,Hummus with Meat Sandwich,13.0,"","","",Recipe
Sharing boxes - البوكسات ,2182458,Hummus w/ meat Sliders 12 حمص باللحم سلايدرز ,36.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,2837139,Hummus Wrap حمص راب,9.0,"","","",Recipe
Manakish - مناقيش,2580064,Muhammara & Kashkaval محمرة قشقوان,13.0,"","","",Recipe
Dishes,1000223,Mussabbaha,26.0,"","","",Recipe
Dishes - الأطباق ,1415526,Mutabbal pl. صحن متبل ,18.0,"","","",Recipe
Falafels - الفلافل ,1415411,Spicy Stuffed Falafel 1 pc فلافل محشية بالشطة ,2.0,"","","",Recipe
Pans - قلايات ,2232146,Tomato pan  قلاية بندورة,18.0,"","","",Recipe
Manakish,2610930,Zaatar & Cheese,18.0,"","","",Recipe
FF Manakish,2803153,Zaatar & Cheese  ,18.0,"","","",Recipe
Bread Add Ons - إضافات الخبز المجانية و المدفوعة,1415442,خبز تنور TANOOR BREAD 1pc,2.0,"","","",Recipe
Add ons - إضافات,2061340,Add Sauce إضافة دبس رمان,1.0,"","","",Recipe
Plain Items & Sides-  علب سادة و أطباق جانبية ,2265318,Boiled Fava Beans  فول حب سادة وسط,13.0,"","","",Recipe
Sandwiches,1000204,Chili Potatoes Sandwich,9.0,"","","",Recipe
Falafels - الفلافل ,1415434,Classic Falafel 2 pcs 1 AED فلافل حب كلاسيك  ,1.0,"","","",Recipe
Sandwiches - السندويشات,1415574,Classic falafel s/w كلاسيك فلافل ساندويتش,6.0,"","","",Recipe
Tanoor Wraps - راب التنور  ,1415575,Classic falafel Wrap كلاسيك فلافل راب,10.0,"","","",Recipe
KAAK Buns - كعك بالسمسم ,1871838,Falafel KAAK فلافل كعك,8.0,"","","",Recipe
Pockets - البوكيت,1415621,Falafel Pocket فلافل بوكيت ,6.0,"","","",Recipe
CK Items - طلبيات الأفرع,2790687,FF Orange juice – 1 Bottle (CK) | عصير برتقال –حصة فردية (مطبخ),4.0,"","","",""
Sharing boxes - البوكسات ,2265343,Fried Cheese Sliders 12 جبنة مقلية سلايدرز ,36.0,"","","",Recipe
Dishes,1000219,Hummus Beiruty,28.0,"","","",Recipe
